date,age,income,experience,credit_score,satisfaction,department,project_count
2024-03-24,29.044383452103638,32347.791737626794,4.3338463986398565,735.2960684323913,3,Finance,4.0
2024-03-25,26.915063971068122,61702.929703164846,1.2533240978586424,712.2994689617324,2,Finance,3.0
2024-03-26,29.982429564154636,25452.766351006932,1.148464406466506,736.5554542106332,1,Sales,3.0
2024-03-27,44.15402117702074,66564.23401654305,8.368462702323244,767.4100917224438,2,Sales,7.0
2024-03-28,38.287511096596845,52988.90236840428,5.151908431409948,757.4817757229218,1,HR,1.0
2024-03-29,29.702397962329613,55909.89644902167,7.255242455076976,780.2750296518641,1,Finance,0.0
2024-03-30,40.13267433113356,53972.0162984944,6.891896815069854,780.1571981712908,2,Sales,2.0
2024-03-31,35.9707754934804,51874.94073664785,6.372364914758927,735.7015731823417,3,,8.0
2024-04-01,36.118258231987554,62099.66551140501,12.834468239911612,832.1658211910225,5,Finance,3.0
2024-04-02,27.979469061226474,44745.28161535752,3.3465242397858272,762.1533957296374,5,IT,9.0
2024-04-03,31.723378534022316,48211.672611774506,4.4094428202090015,792.9589578897006,1,,4.0
2024-04-04,38.388551981808085,50188.53256266811,7.477815542010685,780.0321280237554,1,Sales,1.0
2024-04-05,20.364850518678814,23618.17982541168,1.223760294840843,724.1428840860841,3,Sales,3.0
2024-04-06,37.96120277064576,65937.80291030115,5.109988799605393,798.1822569327082,4,HR,1.0
2024-04-07,37.610552721798896,59488.824291464436,4.866865121471557,706.4219697636637,2,HR,1.0
2024-04-08,35.05113456642461,60705.323038026516,4.26921731980033,817.6119970363981,1,Sales,3.0
2024-04-09,32.65412866624853,55277.48141860892,2.2960520045707407,751.3098560150685,5,,5.0
2024-04-10,20.84629257949586,22979.488760023065,2.1908721268616276,669.8228264940941,3,,6.0
2024-04-11,30.79354677234641,40588.509756549916,8.136251989878826,783.6274808049443,2,IT,9.0
2024-04-12,31.572854834732304,54832.21830333107,1.8320067862546403,724.4472520795241,3,HR,5.6
2024-04-13,26.97722730778381,46569.54361601036,3.9168293964946663,672.7160224138428,2,IT,2.0
2024-04-14,33.387142883339905,49871.69838536838,4.05357201509231,760.3079078203685,2,Sales,9.0
2024-04-15,39.040508568145384,59734.036685305895,5.150910739318282,799.7685709378939,1,HR,5.0
2024-04-16,53.8618590121053,93569.43747604219,12.359955756364384,773.1174073272703,3,Finance,2.0
2024-04-17,36.74577812831839,49202.95330411929,4.970329711967725,836.1456157074568,3,Sales,1.0
2024-04-18,37.57550390722764,61834.22967254184,7.127244818780712,669.5719889508975,5,Sales,7.0
2024-04-19,34.25554084233833,49361.384739168556,4.040316104113256,833.545587892839,5,Finance,4.0
2024-04-20,15.812287847009586,21541.619738242174,4.477331594343231,703.6341128366153,1,Finance,0.0
2024-04-21,34.73860157907166,63090.06038813364,5.793468279304859,771.3444651827476,1,IT,2.0
2024-04-22,35.60230209941027,61657.61663899569,5.763024746031289,746.0692789375439,4,HR,9.0
2024-04-23,59.63242112485286,97583.72804728568,14.037841125857948,865.124261812175,5,Finance,7.0
2024-04-24,33.076390352188774,62669.37359982645,4.077013479738845,773.4570120784106,2,Finance,3.0
2024-04-25,38.015473423336125,57233.24855133177,8.716971820985963,819.6315912034896,3,HR,6.0
2024-04-26,34.65288230294757,58798.85316737099,6.8629872964277885,773.309088767844,1,Finance,9.0
2024-04-27,33.755775180365404,31867.16186977246,-0.6298226400752311,721.2494118126389,3,Finance,1.0
2024-04-28,46.42822814515021,72884.00574260973,10.769955868918533,777.5874008745266,3,,6.0
2024-04-29,46.10719633269954,75565.73215098384,10.510506377490675,772.1078487071962,4,Sales,4.0
2024-04-30,42.910319470430466,65335.43885557288,5.825317225929444,796.0609661557487,5,Sales,4.0
2024-05-01,25.90612545205261,38377.68606431862,3.449170565580914,654.1130972320648,1,Sales,5.0
2024-05-02,34.06598410544326,65359.70783170676,10.285929725852704,713.3101445581278,3,Sales,8.0
2024-05-03,20.981489372077192,52396.10681497039,1.533793086017195,791.9554183310765,1,Finance,5.0
2024-05-04,40.868570938002705,51242.68259200704,6.777939673053835,761.0286370904112,2,HR,7.0
2024-05-05,56.90455625809979,73214.94825927235,11.152058301910877,787.2307297009107,4,HR,6.0
2024-05-06,25.094636748693116,49223.063858040354,-1.2172301762890783,749.3678243693504,2,IT,8.0
2024-05-07,29.33702270397228,50530.47739487884,3.8309789749116776,771.2234072592591,1,IT,3.0
2024-05-08,35.99651365087641,60235.96864683616,6.918050463793528,743.4839532782042,1,Finance,1.0
2024-05-09,29.965243458838007,51231.32028089981,2.1774641333263856,713.547404291684,5,HR,4.6
2024-05-10,26.389274782971523,29117.580805538866,1.074531193290218,781.3524811296713,3,HR,5.0
2024-05-11,35.68562974806027,44555.90090723209,2.95121177468619,690.1931629337126,3,Sales,0.0
2024-05-12,24.37696286273895,37323.48987604569,1.6186255478009473,745.059617537815,2,Finance,8.0
2024-05-13,39.73592430635182,68218.64561561054,5.472337323015815,670.5353584769211,4,Finance,8.0
2024-05-14,25.80575765766197,48459.833820670465,1.0186308474604704,798.3774495076232,3,Sales,5.6
2024-05-15,50.499344050175395,74278.4422602417,12.294534962702988,822.1867586411356,5,Finance,2.0
2024-05-16,33.755775180365404,32496.228647031327,1.1461601000871464,727.7939440097564,2,Finance,4.0
2024-05-17,31.779384837943244,44455.218840384936,3.942642846717648,788.0449868780455,2,IT,4.0
2024-05-18,33.755775180365404,68832.07280330129,11.26665448790756,870.9378678297314,5,HR,0.0
2024-05-19,22.69135683566045,38664.6023563922,-0.07724100478211748,757.5180827018085,4,Finance,7.0
2024-05-20,37.27459934604129,70341.85674349219,8.581223962546801,653.335678560213,5,IT,7.0
2024-05-21,48.07142754282428,74544.01342915554,7.594457156977107,735.109178521526,4,HR,3.0
2024-05-22,18.925167654387725,30837.417192668818,0.6296754175856554,680.4339055005537,5,,6.0
2024-05-23,36.84633858532304,50200.07612427326,9.621672675445017,751.7047047590883,5,IT,9.0
2024-05-24,37.598827942484235,51687.85885754312,2.096242176739116,722.2242731186077,1,IT,2.0
2024-05-25,42.8182287177731,66547.84245023601,7.533500976168289,782.2754952514294,2,,5.0
2024-05-26,22.63049289121918,19464.895921855532,2.2063414108487525,698.268130067565,5,Sales,9.0
2024-05-27,28.91533953411467,18618.513059970304,0.3120827755769094,649.4678795022745,5,IT,9.0
2024-05-28,40.21941565616898,53144.6812717291,8.83005800921021,725.7134723938608,3,Finance,3.2
2024-05-29,37.96984673233186,60077.60041113105,5.979968319501104,689.3075423203476,2,Finance,0.0
2024-05-30,29.222381680982686,59366.468411168185,7.175150976329307,722.5712745167912,3,Finance,5.8
2024-05-31,38.46448209496975,72450.28531195015,7.074438367203743,755.5129730344884,2,Sales,3.0
2024-06-01,28.199752784215093,50876.225408342834,5.615465237005652,702.9587881678191,3,IT,7.0
2024-06-02,37.322536971610035,54384.42015778078,7.4378564752464404,811.4509301459535,5,Finance,0.0
2024-06-03,37.93072473298681,56705.92502045333,7.847495217345129,715.9419055993095,5,Sales,8.0
2024-06-04,27.85648581973632,41453.63470134355,2.3188403956495938,845.1379734083223,1,Finance,5.0
2024-06-05,53.65774511144757,80301.48630724745,12.48788559643404,835.2688676585393,3,HR,3.0
2024-06-06,39.73832920911788,56720.90742447544,7.03021530800791,752.2784730788524,4,IT,8.0
2024-06-07,23.086965027973513,37857.63314534116,2.0236902959459986,682.7973772816216,1,,4.0
2024-06-08,41.5655360863383,54075.99469398421,7.784245472894795,793.167483358418,3,Sales,4.0
2024-06-09,25.253183297726785,43073.240089001905,2.6808230328835414,707.3645888661151,3,Sales,4.0
2024-06-10,42.87084603742452,79633.65818616256,13.299140012260688,815.3678071045932,1,,0.0
2024-06-11,33.755775180365404,68791.33220054249,12.376631722893,915.5868913145247,5,Finance,0.0
2024-06-12,26.793176816482895,44206.88244571375,2.065223662257476,733.610769905195,3,Finance,7.0
2024-06-13,44.63376129244322,73852.08185577596,12.255932361305177,795.2427505457829,5,HR,7.0
2024-06-14,34.06598410544326,54679.50918518911,6.83497296170289,724.2001971140838,1,Finance,5.0
2024-06-15,34.81167663074313,67071.82721802151,5.307717718545481,782.3942299111949,5,Sales,3.0
2024-06-16,53.967929826539475,64647.75137006561,11.570999308780983,900.6956692770298,2,Sales,1.0
2024-06-17,32.54611883997129,49795.93924544526,1.2768636939368063,718.2435256015021,4,Finance,1.0
2024-06-18,27.462638356425103,33463.85969608299,2.2820283744874255,807.5501472920124,3,Sales,8.0
2024-06-19,26.104855703744768,43915.653151501996,2.478779039877012,764.192367369187,4,IT,4.0
2024-06-20,26.841897150345616,45242.828637972925,6.089633484688813,719.5120473558079,5,IT,3.0
2024-06-21,34.228982905858956,65854.91043673885,6.3454479098719085,813.3302078262537,3,Finance,9.0
2024-06-22,38.41151974816644,67209.98788310173,6.9264068416488485,734.0289524175387,5,IT,0.0
2024-06-23,37.766907993300194,78182.18656506584,8.765574359687056,724.061339851762,2,IT,6.0
2024-06-24,43.27183249036024,57234.273106659864,4.886462378128328,723.9753156638695,1,HR,2.0
2024-06-25,35.13001891877907,61418.23474537539,7.1744490741791775,736.4796106995074,3,HR,5.0
2024-06-26,49.53534077157317,76136.43121474326,13.355866696403202,789.8969306519112,2,IT,4.0
2024-06-27,32.35343166762044,70428.17683360739,1.9842001754884948,787.1346822122124,2,Finance,4.0
2024-06-28,35.925101720655206,55403.441960909906,19.168184752772337,851.4727141681194,3,HR,4.0
2024-06-29,41.25667347765006,63546.357121134104,6.5648391929919825,765.8606336359974,5,Sales,0.0
2024-06-30,26.428424435837172,36759.135813927445,1.7407939465332665,736.9080944569079,2,Sales,0.0
2024-07-01,33.755775180365404,15197.655285985245,2.9819937399681216,699.4052031222686,4,Sales,2.0
2024-07-02,39.824724152431855,54479.53601184017,5.150910739318282,789.4883592878715,2,Finance,9.0
2024-07-03,36.22421048186824,41556.73160457526,5.469881368813588,761.1029856057025,5,IT,3.0
2024-07-04,42.14000494092092,64713.94527614345,9.35244314896904,833.466926830018,5,Sales,4.0
2024-07-05,39.73237624573545,63016.12412637477,6.974228699213693,817.7283559801948,4,Finance,1.0
2024-07-06,34.271710873431275,70169.27470230577,4.008995610442928,802.6659927836748,2,HR,7.0
2024-07-07,26.53206281931595,49302.332610834426,4.273496760814872,713.287576678566,5,IT,1.0
2024-07-08,19.851527753141355,24008.255073088003,-1.771556550561192,614.9684634703764,3,HR,8.0
2024-07-09,33.58525644261596,36818.1290055111,4.357072666170701,745.1171689676514,1,Finance,1.0
2024-07-10,43.56398794323472,70265.17362991715,8.470280283763657,800.9147316179899,1,Sales,8.0
2024-07-11,37.14093744130204,69548.32726419093,7.814334628013603,748.5970900432619,1,Sales,6.0
2024-07-12,22.54261221288012,52128.50597786371,3.7763096318334086,730.5956884070588,2,Finance,7.0
2024-07-13,36.73180925851182,66892.1150949806,8.767803591920526,729.7314031695481,4,Sales,3.2
2024-07-14,38.85317379728837,53588.00417488551,6.521236721205856,809.8336510164162,5,IT,6.0
2024-07-15,26.16142563798867,22110.79316607423,1.924820384608726,692.2438286393158,3,,5.2
2024-07-16,36.53725105945528,52230.07587067499,4.657372992217497,820.7642355303052,3,,3.0
2024-07-17,35.58208718446,54607.788316417915,5.344248353631777,755.8713834548507,2,Finance,6.0
2024-07-18,23.57029702169377,33889.81833679399,2.182719794767213,746.9550242793379,1,,7.0
